subject_id	lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-0010011	2323.0	2442.0	7738.0	3039.0	1551.0	6642.0	14334.0	6902.0	2449.0	9250.0	7409.0	5674.0	5897.0	8032.0	1579.0	3873.0	4453.0	2691.0	4417.0	1619.0	10487.0	2813.0	12990.0	9549.0	2136.0	17826.0	23130.0	13413.0	13184.0	14240.0	1168.0	1504.0	1306.0	5754.0	992979.0	1368395.949419
sub-6568351	2266.0	983.0	7225.0	2623.0	1230.0	9210.0	14182.0	9365.0	2811.0	15505.0	8243.0	6051.0	4679.0	10010.0	1978.0	4165.0	5787.0	3472.0	5695.0	2068.0	11019.0	2785.0	13142.0	9621.0	1780.0	23041.0	31999.0	12867.0	15338.0	12945.0	1143.0	2043.0	1344.0	6062.0	1062350.0	1411036.945659
sub-0010029	2806.0	1332.0	5812.0	3233.0	1888.0	9580.0	12027.0	12466.0	3047.0	13229.0	9187.0	7057.0	5628.0	11672.0	2288.0	4488.0	5887.0	3325.0	4797.0	1989.0	10726.0	3970.0	15659.0	12883.0	1408.0	20802.0	24009.0	15190.0	13912.0	14710.0	1410.0	2594.0	1543.0	6154.0	1126028.0	1517081.108782
sub-0010027	2889.0	1623.0	7285.0	3071.0	1483.0	7539.0	14404.0	9598.0	3294.0	12112.0	7892.0	6301.0	6202.0	11663.0	2465.0	4146.0	4926.0	2831.0	4361.0	1744.0	13392.0	4029.0	15769.0	11262.0	1579.0	18188.0	28195.0	14995.0	13843.0	15774.0	1537.0	2300.0	1609.0	7151.0	1061340.0	1499172.6222
sub-7333005	3778.0	2655.0	7921.0	3066.0	2373.0	12127.0	16717.0	13344.0	2647.0	12477.0	10144.0	8676.0	6319.0	15481.0	2421.0	4093.0	5471.0	3256.0	4436.0	2312.0	12801.0	4004.0	15991.0	14277.0	3282.0	17477.0	28565.0	15768.0	16697.0	14677.0	1406.0	2902.0	1835.0	9123.0	1221867.0	1664237.227948
sub-0010073	3097.0	1839.0	9216.0	3164.0	1731.0	8479.0	14333.0	10503.0	2829.0	13974.0	9444.0	8593.0	5933.0	16395.0	2458.0	4100.0	6589.0	3064.0	5908.0	2266.0	9308.0	4794.0	14645.0	11782.0	2385.0	22433.0	32557.0	16586.0	15878.0	13357.0	1252.0	2172.0	1354.0	6480.0	1285196.0	1714915.098625
sub-0010080	3088.0	1890.0	7944.0	2390.0	1791.0	8633.0	11221.0	10379.0	2763.0	9507.0	7596.0	6091.0	4703.0	11779.0	2221.0	3658.0	4926.0	2489.0	4060.0	1911.0	10224.0	2996.0	14490.0	9498.0	2661.0	17913.0	24058.0	15743.0	13029.0	10789.0	1171.0	3018.0	1213.0	6634.0	1116192.0	1547601.309612
sub-0010042	4219.0	1436.0	7461.0	4023.0	1960.0	10982.0	17907.0	12667.0	3977.0	14027.0	8015.0	8274.0	5509.0	14736.0	1940.0	4124.0	6950.0	3489.0	4766.0	2320.0	13708.0	3916.0	16445.0	12939.0	2425.0	21016.0	28837.0	18725.0	14412.0	19650.0	1233.0	2640.0	1481.0	6558.0	1304192.0	1693464.574011
sub-1177160	2249.0	1614.0	9610.0	3658.0	1692.0	9190.0	17287.0	11961.0	3032.0	15234.0	9158.0	7031.0	6284.0	12549.0	2415.0	5050.0	4954.0	3724.0	4364.0	2004.0	11485.0	3566.0	13707.0	12329.0	2551.0	23575.0	26853.0	19364.0	15754.0	12379.0	1329.0	2929.0	1797.0	7463.0	1135375.0	1530173.748793
sub-4060823	2988.0	1896.0	8159.0	2952.0	1635.0	9147.0	12227.0	10204.0	3115.0	12315.0	8966.0	6723.0	5638.0	11698.0	2203.0	4017.0	5026.0	3225.0	5428.0	2017.0	11936.0	3390.0	16095.0	10966.0	2031.0	20210.0	25410.0	14753.0	13142.0	15400.0	1437.0	2319.0	1622.0	5944.0	1155264.0	1541521.791743
